Problem,Solution
ninety four plus eighty,one hundred and seventy four
seventy five plus fifty nine,one hundred and thirty four
forty one plus forty three,eighty four
three plus forty three,forty six
fifty seven plus ninety three,one hundred and fifty
thirty five plus fourteen,forty nine
sixteen plus forty nine,sixty five
fifty six plus twenty two,seventy eight
eighty two plus seventy,one hundred and fifty two
ten plus forty one,fifty one
eighty nine plus thirty two,one hundred and twenty one
fifty two plus eighty three,one hundred and thirty five
ninety two plus fifty nine,one hundred and fifty one
ninety four plus nine,one hundred and three
sixty five plus sixty six,one hundred and thirty one
twenty five plus ninety,one hundred and fifteen
ninety one plus twenty six,one hundred and seventeen
forty four plus fifty seven,one hundred and one
eighty six plus nineteen,one hundred and five
eight plus fifty nine,sixty seven
sixty four plus thirty,ninety four
nine plus fifty,fifty nine
nine plus five,fourteen
three plus fifty four,fifty seven
forty four plus ninety eight,one hundred and forty two
fourteen plus fifty one,sixty five
twenty four plus four,twenty eight
ninety three plus twenty six,one hundred and nineteen
twenty three plus ninety seven,one hundred and twenty
seventy three plus seventy five,one hundred and forty eight
forty plus twenty seven,sixty seven
thirty three plus thirteen,forty six
sixty five plus seventy one,one hundred and thirty six
sixty nine plus sixteen,eighty five
ninety one plus thirty eight,one hundred and twenty nine
thirty nine plus twenty,fifty nine
fifty three plus thirty six,eighty nine
thirty three plus ninety six,one hundred and twenty nine
fifty eight plus fourteen,seventy two
twenty plus thirty six,fifty six
eighty two plus eighty three,one hundred and sixty five
ninety two plus sixty,one hundred and fifty two
ninety four plus eighteen,one hundred and twelve
sixteen plus two,eighteen
twenty five plus sixty two,eighty seven
twenty three plus nine,thirty two
forty six plus ninety,one hundred and thirty six
thirty three plus one hundred,one hundred and thirty three
twenty eight plus fourteen,forty two
sixteen plus twenty three,thirty nine
eighty two plus one,eighty three
thirty four plus thirty six,seventy
four plus eighty one,eighty five
eighty six plus ninety nine,one hundred and eighty five
eighty one plus fifty seven,one hundred and thirty eight
eighty four plus twenty five,one hundred and nine
forty three plus sixteen,fifty nine
forty four plus one hundred,one hundred and forty four
sixty one plus fifty four,one hundred and fifteen
seventy plus twenty nine,ninety nine
twenty two plus eleven,thirty three
thirteen plus seventy three,eighty six
sixty eight plus ninety five,one hundred and sixty three
thirty eight plus two,forty
nine plus seventy,seventy nine
ninety six plus twenty one,one hundred and seventeen
twenty two plus sixty five,eighty seven
sixty six plus one,sixty seven
fifty two plus thirty seven,eighty nine
ten plus fifty six,sixty six
forty seven plus thirty nine,eighty six
eighty eight plus ninety eight,one hundred and eighty six
twenty six plus twenty nine,fifty five
ninety four plus twenty three,one hundred and seventeen
seventeen plus thirteen,thirty
eighteen plus eleven,twenty nine
forty nine plus seventy three,one hundred and twenty two
six plus ninety,ninety six
ninety plus fifty two,one hundred and forty two
eighty one plus ninety eight,one hundred and seventy nine
seventy two plus eighty five,one hundred and fifty seven
eighteen plus forty eight,sixty six
ninety two plus fifty two,one hundred and forty four
ninety five plus thirty three,one hundred and twenty eight
two plus twenty three,twenty five
fourteen plus eighty one,ninety five
thirty five plus five,forty
fifty nine plus twenty one,eighty
seventy four plus fifty six,one hundred and thirty
eighty plus ninety eight,one hundred and seventy eight
forty nine plus twenty three,seventy two
sixty three plus eighty one,one hundred and forty four
thirty seven plus thirteen,fifty
fifty nine plus ninety nine,one hundred and fifty eight
forty two plus seventy three,one hundred and fifteen
five plus seventy seven,eighty two
twelve plus ninety,one hundred and two
ninety seven plus thirty seven,one hundred and thirty four
forty one plus seventy seven,one hundred and eighteen
fifty eight plus thirty seven,ninety five
seventy five plus thirty nine,one hundred and fourteen
forty eight plus eleven,fifty nine
one plus four,five
eighty eight plus fifty six,one hundred and forty four
eleven plus four,fifteen
forty plus ninety nine,one hundred and thirty nine
seventy six plus twenty six,one hundred and two
fifty eight plus forty two,one hundred
nine plus seventy three,eighty two
thirty two plus forty one,seventy three
fifty eight plus sixty eight,one hundred and twenty six
eighty four plus sixty three,one hundred and forty seven
eighty three plus eighty,one hundred and sixty three
seventy eight plus forty six,one hundred and twenty four
nine plus ninety four,one hundred and three
sixty six plus thirty,ninety six
eighty two plus forty seven,one hundred and twenty nine
twenty six plus fifty seven,eighty three
fifty five plus forty five,one hundred
thirty nine plus ninety nine,one hundred and thirty eight
eighty one plus sixteen,ninety seven
seventy four plus sixty nine,one hundred and forty three
forty eight plus twenty three,seventy one
eighty eight plus seventy eight,one hundred and sixty six
sixty one plus thirty nine,one hundred
ninety seven plus seventy seven,one hundred and seventy four
forty four plus two,forty six
five plus eighty two,eighty seven
seventy five plus one hundred,one hundred and seventy five
ninety six plus ninety eight,one hundred and ninety four
fifty seven plus seventeen,seventy four
ten plus eighty two,ninety two
eighty six plus sixty six,one hundred and fifty two
ten plus forty five,fifty five
fourteen plus forty four,fifty eight
thirty seven plus seventy two,one hundred and nine
seventy five plus two,seventy seven
fifty two plus ninety eight,one hundred and fifty
twenty six plus twenty five,fifty one
thirty two plus ninety eight,one hundred and thirty
twenty five plus sixty three,eighty eight
ninety plus sixty six,one hundred and fifty six
seventy eight plus forty four,one hundred and twenty two
thirty six plus sixty five,one hundred and one
fifty one plus thirty two,eighty three
sixty two plus fifty two,one hundred and fourteen
twenty three plus seventy,ninety three
eighty one plus seven,eighty eight
ninety one plus eighty three,one hundred and seventy four
seventy three plus sixty three,one hundred and thirty six
eighteen plus seventy two,ninety
seventy one plus thirty seven,one hundred and eight
eighty one plus twenty eight,one hundred and nine
forty plus eighty three,one hundred and twenty three
seventy four plus thirty six,one hundred and ten
ninety two plus fifty one,one hundred and forty three
fifty four plus fifty two,one hundred and six
six plus eighty seven,ninety three
seventy eight plus eight,eighty six
seventy two plus four,seventy six
seventeen plus forty four,sixty one
eighteen plus nine,twenty seven
three plus sixty two,sixty five
twenty nine plus four,thirty three
forty plus ninety five,one hundred and thirty five
fifty four plus thirty seven,ninety one
seventy seven plus seventy three,one hundred and fifty
eight plus eleven,nineteen
forty one plus ninety seven,one hundred and thirty eight
eighty five plus ten,ninety five
twenty plus two,twenty two
seventy seven plus thirty nine,one hundred and sixteen
sixty plus forty eight,one hundred and eight
six plus eighty five,ninety one
twenty two plus eighty five,one hundred and seven
thirty nine plus ninety,one hundred and twenty nine
eight plus ninety two,one hundred
fifty one plus twenty six,seventy seven
ninety two plus fourteen,one hundred and six
fifty plus seventy eight,one hundred and twenty eight
ninety four plus thirteen,one hundred and seven
eighteen plus four,twenty two
eighty one plus fifty,one hundred and thirty one
sixty nine plus twenty four,ninety three
thirty nine plus one,forty
ninety five plus sixty one,one hundred and fifty six
forty eight plus ninety four,one hundred and forty two
forty three plus eleven,fifty four
eighty eight plus twelve,one hundred
thirty six plus fifty one,eighty seven
thirty eight plus seventy three,one hundred and eleven
eighty one plus forty four,one hundred and twenty five
seventy five plus twelve,eighty seven
forty five plus thirty two,seventy seven
seventy four plus ninety nine,one hundred and seventy three
sixty three plus nine,seventy two
seventeen plus ninety five,one hundred and twelve
thirty two plus thirty two,sixty four
twenty plus ninety seven,one hundred and seventeen
forty seven plus six,fifty three
one plus forty one,forty two
eighty plus seventy three,one hundred and fifty three
sixty six plus ninety three,one hundred and fifty nine
forty five plus fifty five,one hundred
fifty five plus fifty two,one hundred and seven
eighty two plus forty three,one hundred and twenty five
ninety plus thirty nine,one hundred and twenty nine
ninety three plus twenty three,one hundred and sixteen
eighty five plus thirty four,one hundred and nineteen
twenty four plus eighty,one hundred and four
fifty five plus eighteen,seventy three
forty plus seventeen,fifty seven
sixty eight plus twenty three,ninety one
thirty five plus twenty six,sixty one
forty seven plus thirty two,seventy nine
forty one plus ninety,one hundred and thirty one
eighty plus thirty one,one hundred and eleven
fifty six plus ninety six,one hundred and fifty two
seventy five plus eighty five,one hundred and sixty
ninety two plus sixty five,one hundred and fifty seven
five plus twelve,seventeen
seventeen plus sixty six,eighty three
fifty plus forty seven,ninety seven
eighty eight plus forty nine,one hundred and thirty seven
sixty three plus ninety one,one hundred and fifty four
twelve plus six,eighteen
eighteen plus ninety one,one hundred and nine
twenty plus four,twenty four
twenty four plus eighty two,one hundred and six
twelve plus fifty one,sixty three
one hundred plus eighty two,one hundred and eighty two
fifty seven plus sixty three,one hundred and twenty
nineteen plus twenty one,forty
forty four plus seventy eight,one hundred and twenty two
seventy six plus twelve,eighty eight
fourteen plus fifty five,sixty nine
seventy plus three,seventy three
forty two plus sixty one,one hundred and three
